child_id,daily_completion_rate_식탁 정리 도와주기,daily_completion_rate_양치하기,daily_completion_rate_이불 개기,daily_completion_rate_장난감 정리하기,daily_completion_rate_하루 이야기 나누기,parent_completion_reward_STUDY,parent_completion_rate_STUDY,parent_completion_reward_HOUSEHOLD,parent_completion_rate_HOUSEHOLD,parent_completion_reward_HABIT,parent_completion_rate_HABIT,parent_completion_reward_POPO,parent_completion_rate_POPO,parent_completion_reward_ERRAND,parent_completion_rate_ERRAND,parent_completion_reward_ETC,parent_completion_rate_ETC,daily_approval_time,parent_approval_time,daily_completion_time_양치하기_0-2,daily_completion_time_양치하기_2-4,daily_completion_time_양치하기_4-6,daily_completion_time_양치하기_6-8,daily_completion_time_양치하기_8-10,daily_completion_time_양치하기_10-12,daily_completion_time_양치하기_12-14,daily_completion_time_양치하기_14-16,daily_completion_time_양치하기_16-18,daily_completion_time_양치하기_18-20,daily_completion_time_양치하기_20-22,daily_completion_time_양치하기_22-24,daily_completion_time_장난감 정리하기_0-2,daily_completion_time_장난감 정리하기_2-4,daily_completion_time_장난감 정리하기_4-6,daily_completion_time_장난감 정리하기_6-8,daily_completion_time_장난감 정리하기_8-10,daily_completion_time_장난감 정리하기_10-12,daily_completion_time_장난감 정리하기_12-14,daily_completion_time_장난감 정리하기_14-16,daily_completion_time_장난감 정리하기_16-18,daily_completion_time_장난감 정리하기_18-20,daily_completion_time_장난감 정리하기_20-22,daily_completion_time_장난감 정리하기_22-24,daily_completion_time_이불 개기_0-2,daily_completion_time_이불 개기_2-4,daily_completion_time_이불 개기_4-6,daily_completion_time_이불 개기_6-8,daily_completion_time_이불 개기_8-10,daily_completion_time_이불 개기_10-12,daily_completion_time_이불 개기_12-14,daily_completion_time_이불 개기_14-16,daily_completion_time_이불 개기_16-18,daily_completion_time_이불 개기_18-20,daily_completion_time_이불 개기_20-22,daily_completion_time_이불 개기_22-24,daily_completion_time_하루 이야기 나누기_0-2,daily_completion_time_하루 이야기 나누기_2-4,daily_completion_time_하루 이야기 나누기_4-6,daily_completion_time_하루 이야기 나누기_6-8,daily_completion_time_하루 이야기 나누기_8-10,daily_completion_time_하루 이야기 나누기_10-12,daily_completion_time_하루 이야기 나누기_12-14,daily_completion_time_하루 이야기 나누기_14-16,daily_completion_time_하루 이야기 나누기_16-18,daily_completion_time_하루 이야기 나누기_18-20,daily_completion_time_하루 이야기 나누기_20-22,daily_completion_time_하루 이야기 나누기_22-24,daily_completion_time_식탁 정리 도와주기_0-2,daily_completion_time_식탁 정리 도와주기_2-4,daily_completion_time_식탁 정리 도와주기_4-6,daily_completion_time_식탁 정리 도와주기_6-8,daily_completion_time_식탁 정리 도와주기_8-10,daily_completion_time_식탁 정리 도와주기_10-12,daily_completion_time_식탁 정리 도와주기_12-14,daily_completion_time_식탁 정리 도와주기_14-16,daily_completion_time_식탁 정리 도와주기_16-18,daily_completion_time_식탁 정리 도와주기_18-20,daily_completion_time_식탁 정리 도와주기_20-22,daily_completion_time_식탁 정리 도와주기_22-24,parent_completion_time_POPO_0-2,parent_completion_time_POPO_2-4,parent_completion_time_POPO_4-6,parent_completion_time_POPO_6-8,parent_completion_time_POPO_8-10,parent_completion_time_POPO_10-12,parent_completion_time_POPO_12-14,parent_completion_time_POPO_14-16,parent_completion_time_POPO_16-18,parent_completion_time_POPO_18-20,parent_completion_time_POPO_20-22,parent_completion_time_POPO_22-24,parent_completion_time_HABIT_0-2,parent_completion_time_HABIT_2-4,parent_completion_time_HABIT_4-6,parent_completion_time_HABIT_6-8,parent_completion_time_HABIT_8-10,parent_completion_time_HABIT_10-12,parent_completion_time_HABIT_12-14,parent_completion_time_HABIT_14-16,parent_completion_time_HABIT_16-18,parent_completion_time_HABIT_18-20,parent_completion_time_HABIT_20-22,parent_completion_time_HABIT_22-24,parent_completion_time_STUDY_0-2,parent_completion_time_STUDY_2-4,parent_completion_time_STUDY_4-6,parent_completion_time_STUDY_6-8,parent_completion_time_STUDY_8-10,parent_completion_time_STUDY_10-12,parent_completion_time_STUDY_12-14,parent_completion_time_STUDY_14-16,parent_completion_time_STUDY_16-18,parent_completion_time_STUDY_18-20,parent_completion_time_STUDY_20-22,parent_completion_time_STUDY_22-24,parent_completion_time_ERRAND_0-2,parent_completion_time_ERRAND_2-4,parent_completion_time_ERRAND_4-6,parent_completion_time_ERRAND_6-8,parent_completion_time_ERRAND_8-10,parent_completion_time_ERRAND_10-12,parent_completion_time_ERRAND_12-14,parent_completion_time_ERRAND_14-16,parent_completion_time_ERRAND_16-18,parent_completion_time_ERRAND_18-20,parent_completion_time_ERRAND_20-22,parent_completion_time_ERRAND_22-24,parent_completion_time_HOUSEHOLD_0-2,parent_completion_time_HOUSEHOLD_2-4,parent_completion_time_HOUSEHOLD_4-6,parent_completion_time_HOUSEHOLD_6-8,parent_completion_time_HOUSEHOLD_8-10,parent_completion_time_HOUSEHOLD_10-12,parent_completion_time_HOUSEHOLD_12-14,parent_completion_time_HOUSEHOLD_14-16,parent_completion_time_HOUSEHOLD_16-18,parent_completion_time_HOUSEHOLD_18-20,parent_completion_time_HOUSEHOLD_20-22,parent_completion_time_HOUSEHOLD_22-24,parent_completion_time_ETC_0-2,parent_completion_time_ETC_2-4,parent_completion_time_ETC_4-6,parent_completion_time_ETC_6-8,parent_completion_time_ETC_8-10,parent_completion_time_ETC_10-12,parent_completion_time_ETC_12-14,parent_completion_time_ETC_14-16,parent_completion_time_ETC_16-18,parent_completion_time_ETC_18-20,parent_completion_time_ETC_20-22,parent_completion_time_ETC_22-24
1b96c620-fa6f-4e4f-b8db-14f939e09fd1,0.0,0.0,0.0,0.0,0.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bdfa4ee-b35a-4bb3-b350-4c4c138418c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d46a6f8-cdc8-45f6-8bbf-9255d970fbbd,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234950f-14d5-43df-bd2f-92a029435dcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22b19e79-5822-46f9-8e3f-7e55e751f9dc,0.0,0.0,0.0,0.0,0.0,,,123.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308e1af-c910-41ce-89c7-8d3474a27b39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325569a-46fc-4228-8439-2dd8a6eaf109,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237aac1b-4d6f-4ca9-9e4f-30719ea5967d,0.0,0.16666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,0시간 0분,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617b0f9-026b-469b-a7ed-2489f37e3e5f,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bf33509-f117-49b9-98fb-89cdaab60408,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d06e79e-1ed5-4e8c-8ac7-1a5c3366a2f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d0cd3c8-768f-4578-9d70-929e873abb29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d80729b-d6af-4b82-b932-b88eea3c68e6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2de604dc-68f7-45b7-ad0b-ad1a63a2fc0b,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,,,,,99.0,1.0,,,,,,,0시간 0분,0시간 0분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f407208-e284-460f-ad40-5c9512bb42df,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30e22fcb-84f6-4fee-8bc5-79a9124c1497,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32803480-6b17-4d83-81b2-4684e033b9d2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331585bc-c305-412e-9b30-10024dc28126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334163f1-8393-448c-a653-05d1f05f04d9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839d397-dd9b-40f8-9a24-fdedae5812fc,0.0,0.0,0.0,0.0,0.0,,,300.0,1.0,,,,,,,,,,0시간 0분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
3ed8a159-adb0-4380-a648-e015cb82690a,0.0,0.0,0.0,0.0,0.0,123.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411af3a9-6cdc-4dff-aedc-ee5d50b975de,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425e5a4f-3d77-42b5-936f-7a271d7cd3b0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671ffa6-c77e-45f5-af8e-0f1d80804d86,0.25,0.5,0.5,0.5,0.5,350.0,1.0,111.0,0.0,,,,,150.0,0.5,,,0시간 0분,0시간 0분,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
49071f5d-236d-44fc-a0d3-697a125f661b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e6e7fc1-fe03-41d5-8f02-0766a377bf31,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
